areacd,d_or_o
E00048074,1
E00153016,2
E00148950,1
E00065831,2
E00095238,0
E00040745,1
E00106009,2
E00050643,0
E00059879,2
E00175725,2
E00097900,1
E00048711,1
E00056501,2
E00131926,1
E00105574,0
E00102841,2
E00143596,1
E00114928,1
E00071910,2
E00123763,2
E00096073,2
E00096137,1
E00043576,2
E00166583,2
E00000394,2
E00044733,1
E00037317,2
E00080805,1
E00028262,0
E00113100,1
E00148919,1
E00071889,1
E00048679,1
E00000574,1
E00039250,1
E00128181,0
E00028343,2
E00068923,1
E00143873,2
E00043081,2
E00159915,2
E00096756,0
E00025368,2
E00054034,1
E00108275,2
E00035927,0
E00063951,0
E00175959,0
E00038921,1
E00108340,1
E00105735,2
E00072385,1
E00058400,0
E00094892,1
E00172185,2
E00061707,1
E00078977,1
E00068061,1
E00100039,0
E00100355,2
E00117227,2
E00097103,0
E00054062,1
E00059506,1
E00141425,2
E00063419,2
E00034919,2
E00160677,0
E00065835,2
E00113101,2
E00117231,2
E00148290,2
E00121241,1
E00079304,2
E00051289,0
E00139005,0
E00032937,2
E00039472,2
E00038123,1
E00091888,2
E00130776,1
E00071658,2
E00096146,0
E00105718,2
E00151968,2
E00091252,1
E00055273,0
E00005277,1
E00152074,0
E00091056,1
E00059668,0
E00143233,1
E00088258,1
E00083085,0
E00172363,1
E00058488,1
E00122150,1
E00088450,2
E00092019,1
E00143851,1
E00166548,2
E00121851,1
E00173418,2
E00179325,2
E00172402,0
E00018955,0
E00094852,1
E00034951,0
E00047547,0
E00159910,2
E00056539,2
E00148915,2
E00063739,2
E00141652,0
E00188228,1
E00173867,0
E00054274,1
E00030865,2
E00165594,2
E00143964,0
E00036522,0
E00076602,0
E00133043,2
E00018385,2
E00084905,0
E00035956,1
E00096865,2
E00081887,0
E00076222,2
E00107084,0
E00021918,1
E00071387,1
E00069372,1
E00057249,0
E00084352,1
E00059589,2
E00100499,0
E00070902,1
E00064223,2
E00015344,2
E00078972,0
E00096814,0
E00158579,0
E00117232,1
E00071382,0
E00064913,2
E00063426,0
E00128164,2
E00018958,2
E00160089,2
E00081397,0
E00160681,1
E00151267,1
E00168632,0
E00060767,0
E00081400,1
E00133062,1
E00143852,0
E00029190,2
E00030699,0
E00100515,2
E00109348,0
E00046958,0
E00159740,2
E00150757,1
E00043756,0
E00134936,2
E00177721,1
E00143231,0
E00058806,2
E00116143,1
E00071929,0
E00094871,2
E00119486,2
E00069371,1
E00054002,1
E00120679,1
E00069394,0
E00097817,0
E00096695,0
E00054005,2
E00158575,0
E00018522,2
E00108055,2
E00069092,2
E00050270,2
E00152889,2
E00114930,0
E00066872,1
E00035670,0
E00104495,0
E00037452,1
E00109146,2
E00044208,2
E00079717,1
E00169513,0
E00030381,0
E00100586,1
E00102739,1
E00134594,1
E00064034,0
E00048470,0
E00047441,2
E00161441,0
E00098001,1
E00059592,2
E00070906,1
E00030386,0
E00169541,1
E00054020,2
E00148761,0
E00081946,0
E00106347,1
E00153642,0
E00055092,0
E00068047,1
E00039460,2
E00091869,1
E00096758,2
E00131153,0
E00169649,0
E00126602,2
E00064065,2
E00040686,0
E00037453,1
E00028425,2
E00042542,2
E00079921,2
E00035943,0
E00036502,0
E00169478,1
E00133181,2
E00165189,2
E00189195,1
E00070862,1
E00054292,2
E00053877,1
E00026769,1
E00104690,2
E00071805,1
E00098380,0
E00071469,1
E00153140,0
E00071130,1
E00097922,0
E00063922,1
E00099467,0
E00100322,1
E00135306,1
E00060590,1
E00114831,2
E00094812,0
E00005248,1
E00142477,2
E00189101,2
E00120178,0
E00092943,2
E00048869,1
E00038846,2
E00127545,2
E00050636,1
E00091760,1
E00143965,0
E00025780,1
E00037708,1
E00024379,0
E00180032,1
E00054003,2
E00132421,2
E00167039,2
E00040639,1
E00108511,1
E00048874,2
E00100046,1
E00052326,0
E00051509,0
E00068565,2
E00051280,2
E00144260,0
E00152884,2
E00044797,1
E00064031,2
E00186959,1
E00096185,2
E00143849,0
E00115626,2
E00063925,1
E00057955,1
E00005298,2
E00184658,0
E00091745,1
E00132376,1
E00087644,2
E00101795,0
E00070843,1
E00101794,1
E00102170,2
E00102172,0
E00102171,0
E00102174,0
E00102173,2
E00102169,1
E00101790,0
E00101789,0
E00061989,2
E00094239,2
E00095789,1
E00062379,0
E00160835,0
E00101791,2
E00133939,1
E00133937,1
E00065211,2
E00133940,0
E00101786,2
E00087448,0
E00101793,2
E00148093,0
E00185432,1
E00163382,1
E00185447,2
E00065206,1
E00112281,1
E00183566,2
E00173787,2
E00140437,1
E00173788,2
E00133941,1
E00173896,0
E00173863,1
E00154080,1
E00102168,1
E00097035,0
E00082136,0
E00097046,1
E00062001,1
E00062002,2
E00062000,1
E00061999,2
E00062003,2
E00078503,0
E00062901,2
E00078506,2
E00097048,1
E00102167,2
E00078489,1
E00101859,1
E00078486,2
E00062895,2
E00097037,0
E00097045,1
E00116855,1
E00078497,1
E00078490,1
E00173152,1
E00078479,0
E00140628,1
E00078504,1
E00082340,0
E00097039,1
E00097038,1
E00101861,2
E00097044,2
E00078501,1
E00101858,2
E00082344,0
E00157361,0
E00097049,0
E00078495,2
E00101862,2
E00097047,0
E00078502,1
E00106038,2
E00140306,2
E00106032,2
E00168506,0
E00106040,0
E00139817,2
E00106039,0
E00117098,1
E00160679,0
E00078484,0
E00118310,2
E00117103,0
E00097036,1
E00078488,2
E00078494,1
E00117101,1
E00078483,2
E00139818,2
E00117102,1
E00078492,2
E00078491,0
E00090860,0
E00103873,0
E00128525,2
E00097642,0
E00096697,0
E00096696,0
E00113780,0
E00097622,1
E00128524,1
E00128526,0
E00168935,2
E00088546,1
E00160522,2
E00141471,0
E00152262,1
E00140791,0
E00139297,2
E00140522,1
E00139296,2
E00141256,2
E00140523,0
E00140521,1
E00160676,0
E00102186,1
E00141830,2
E00099862,1
E00114856,0
E00114857,2
E00160519,0
E00108872,1
E00119037,0
E00114621,2
E00110227,1
E00167273,2
E00094252,2
E00145755,0
E00078592,2
E00141983,0
E00038601,2
E00163811,1
E00061021,2
E00138715,0
E00125656,0
E00163834,0
E00082227,2
E00149574,1
E00008001,1
E00138702,0
E00076678,0
E00163818,2
E00103826,1
E00145764,0
E00089340,1
E00153156,2
E00124815,1
E00082226,2
E00077947,0
E00118847,1
E00149730,0
E00163809,2
E00124990,1
E00089919,1
E00119004,2
E00163815,2
E00138711,2
E00108869,0
E00148716,1
E00171406,2
E00163813,0
E00185974,2
E00076688,0
E00094240,2
E00149704,1
E00145765,0
E00104207,1
E00078593,2
E00086431,2
E00147071,2
E00147070,1
E00103489,0
E00135883,1
E00136744,0
E00186824,0
E00101688,1
E00000529,1
E00145766,2
E00180223,1
E00078751,2
E00078421,1
E00038597,1
E00083347,0
E00145763,1
E00112405,2
E00147068,1
E00149580,2
E00147067,0
E00082217,2
E00081041,1
E00180179,1
E00078749,2
E00069565,2
E00171403,2
E00018230,1
E00145762,0
E00138697,1
E00147072,2
E00107442,1
E00149641,2
E00147044,1
E00065311,1
E00017195,0
E00171401,0
E00135762,1
E00065309,2
E00125727,1
E00052867,0
E00108871,1
E00007050,2
E00100954,0
E00145761,1
E00132414,1
E00065315,1
E00114825,1
E00146036,2
E00043954,1
E00161437,0
E00146659,1
E00141969,1
E00011850,2
E00086163,1
E00077375,0
E00167607,1
E00156708,1
E00089382,2
E00103842,2
E00038598,2
E00053262,1
E00038594,1
E00147047,2
E00082207,0
E00061022,2
E00169638,1
E00103347,0
E00152315,2
E00013653,1
E00100670,1
E00147069,0
E00188522,0
E00128824,0
E00071217,2
E00147457,0
E00103322,2
E00094221,0
E00102506,1
E00094244,1
E00145767,1
E00081442,1
E00023975,1
E00010377,2
E00103828,1
E00008261,1
E00083268,2
E00082945,1
E00124964,1
E00147458,1
E00137729,1
E00065294,0
E00128757,0
E00119036,1
E00177020,0
E00017182,2
E00147060,2
E00118544,0
E00136676,0
E00138731,1
E00185876,0
E00180253,2
E00084946,2
E00184233,2
E00118177,2
E00087809,0
E00047845,0
E00136612,1
E00163821,0
E00145760,2
E00145759,2
E00118917,2
E00163510,2
E00001374,0
E00108868,2
E00138721,0
E00065314,1
E00103849,0
E00052864,2
E00078768,2
E00177119,0
E00035157,1
E00103317,1
E00149567,1
E00011717,1
E00163810,1
E00023544,0
E00059069,2
E00123744,2
E00189725,1
E00038595,1
E00077525,0
E00013662,1
E00161439,1
E00149578,0
E00102351,1
E00148707,2
E00184219,0
E00107441,1
E00186901,1
E00188356,1
E00069317,2
E00089339,2
E00147461,2
E00176676,0
E00135507,2
E00147451,2
E00140275,1
E00077962,2
E00086175,2
E00008962,0
E00021445,2
E00149555,1
E00178827,1
E00089765,1
E00189648,0
E00139590,0
E00103333,1
E00137721,2
E00032431,0
E00147073,2
E00089718,1
E00128763,0
E00141990,1
E00163824,1
E00149573,0
E00149750,0
E00186039,0
E00052665,1
E00189651,0
E00053268,2
E00103334,1
E00065293,0
E00103845,1
E00123585,1
E00139839,1
E00081046,0
E00113554,2
E00128830,1
E00141991,1
E00153620,2
E00110609,0
E00170374,2
E00084752,2
E00148141,0
E00061025,2
E00119834,1
E00149589,1
E00097181,1
E00091006,2
E00115047,1
E00155190,0
E00138712,1
E00147585,0
E00150313,1
E00104209,1
E00188027,0
E00089677,0
E00135763,2
E00181319,0
E00066846,0
E00173598,1
E00033814,2
E00047850,2
E00103318,1
E00066842,2
E00171407,1
E00053053,0
E00090025,2
E00100700,2
E00032207,0
E00065318,2
E00073703,2
E00013624,2
E00077966,1
E00177083,1
E00147058,0
E00113977,2
E00136861,2
E00190266,1
E00137838,2
E00038532,0
E00126888,0
E00118586,2
E00108561,0
E00101907,1
E00100644,0
E00081035,2
E00159297,2
E00171380,0
E00103248,1
E00074548,0
E00188514,0
E00002580,0
E00147589,2
E00052841,2
E00114467,1
E00123516,0
E00149708,2
E00124808,1
E00182251,1
E00146119,0
E00186328,1
E00100339,2
E00077377,0
E00103325,0
E00134992,0
E00152657,0
E00147066,1
E00047792,0
E00149582,2
E00084967,0
E00065339,2
E00008256,2
E00081574,2
E00130322,0
E00104210,1
E00118579,2
E00031596,2
E00107444,0
E00180762,2
E00076716,0
E00081438,2
E00174565,1
E00185878,1
E00189630,1
E00097757,2
E00133736,0
E00128827,0
E00147463,2
E00128861,1
E00089222,2
E00149683,2
E00183465,1
E00038593,1
E00176888,1
E00000541,2
E00034763,2
E00059454,1
E00155069,0
E00011712,0
E00175364,0
E00118298,2
E00103324,0
E00147940,2
E00023555,2
E00078757,0
E00149575,0
E00053058,2
E00001406,2
E00118931,2
E00053059,2
E00136856,0
E00149763,2
E00103327,1
E00108563,0
E00069913,2
E00107465,1
E00061244,2
E00118900,0
E00019080,2
E00138716,2
E00149552,0
E00166507,1
E00102499,0
E00147053,0
E00086776,2
E00136352,1
E00177063,2
E00188556,0
E00053258,0
E00177223,2
E00124991,0
E00169910,2
E00186047,0
E00124987,1
E00144388,2
E00002594,0
E00128821,2
E00123748,0
E00103414,2
E00081474,1
E00170352,1
E00177058,2
E00176932,1
E00132501,2
E00183033,0
E00149615,1
E00089296,2
E00137536,1
E00011574,1
E00147059,2
E00160804,0
E00061243,0
E00169959,1
E00147075,1
E00084746,2
E00149549,0
E00078769,0
E00136954,1
E00061245,1
E00042354,2
E00138714,0
E00103846,2
E00066246,0
E00183042,0
E00168905,2
E00189830,1
E00131715,1
E00135512,2
E00150436,0
E00078598,1
E00065226,0
E00078580,2
E00074476,0
E00061232,0
E00118011,1
E00114635,0
E00178420,1
E00078648,0
E00137737,1
E00061236,0
E00183323,0
E00118838,2
E00149863,1
E00023298,0
E00187189,0
E00090141,1
E00047837,1
E00109890,1
E00185272,1
E00147063,2
E00177091,2
E00147077,1
E00147056,2
E00147065,1
E00061238,2
E00147057,0
E00148719,0
E00186782,1
E00000523,1
E00061023,1
E00147471,0
E00011710,1
E00132401,1
E00071112,0
E00141840,0
E00132410,0
E00110793,1
E00137617,0
E00145224,2
E00017937,1
E00089239,0
E00065331,1
E00103500,2
E00145753,1
E00086425,1
E00137730,0
E00147329,1
E00065312,0
E00031808,0
E00007914,1
E00053146,2
E00107446,2
E00149789,1
E00189446,2
E00145681,1
E00066844,1
E00184315,0
E00188307,1
E00101686,0
E00047830,0
E00163840,2
E00147064,2
E00013524,1
E00046725,2
E00188063,0
E00053055,1
E00089199,2
E00043930,2
E00109893,1
E00183037,0
E00078303,0
E00071107,2
E00189672,2
E00137609,2
E00002012,1
E00081032,1
E00008000,2
E00184704,0
E00189056,1
E00075861,1
E00008659,2
E00089215,1
E00142800,1
E00065682,0
E00118837,0
E00125654,2
E00189789,1
E00061043,0
E00078658,2
E00111807,0
E00033846,1
E00188324,0
E00103825,0
E00163912,1
E00000532,2
E00163826,0
E00163967,1
E00038605,0
E00108786,2
E00047832,1
E00137727,2
E00047835,2
E00065344,0
E00124472,0
E00112218,1
E00103913,2
E00109891,1
E00148718,0
E00111249,1
E00138713,0
E00189422,2
E00183815,2
E00021794,1
E00166510,0
E00137608,2
E00186668,1
E00018257,2
E00183899,2
E00075850,1
E00013957,0
E00085612,1
E00177064,2
E00124466,0
E00118361,1
E00169909,0
E00137603,0
E00174566,1
E00149745,2
E00103332,0
E00065316,0
E00160805,2
E00084945,0
E00084950,0
E00061034,1
E00061028,1
E00033847,1
E00188460,1
E00148140,1
E00185508,2
E00122106,1
E00147074,2
E00157933,1
E00185984,0
E00183002,1
E00140839,0
E00186785,0
E00176812,0
E00089201,1
E00124244,2
E00109894,1
E00125748,2
E00061063,1
E00141956,0
E00078440,0
E00071111,1
E00137832,2
E00155367,2
E00135760,2
E00163916,0
E00082218,1
E00135772,0
E00186725,0
E00019316,1
E00112333,1
E00089217,1
E00187251,0
E00147076,0
E00038592,1
E00163803,0
E00013683,0
E00061042,1
E00169914,2
E00112615,1
E00188147,0
E00076536,1
E00141964,2
E00047780,1
E00086415,0
E00172057,0
E00176842,2
E00149569,1
E00118111,1
E00137720,1
E00116781,1
E00113009,0
E00047829,1
E00053221,2
E00053224,2
E00163831,2
E00138727,2
E00145752,0
E00112226,2
E00166508,0
E00138729,2
E00135761,0
E00183071,1
E00137738,2
E00149636,0
E00081027,2
E00189661,2
E00189093,2
E00113004,2
E00061038,2
E00186043,1
E00136854,1
E00147584,1
E00051771,2
E00017179,2
E00117587,0
E00103341,0
E00065246,0
E00155066,2
E00081025,0
E00166401,1
E00162889,1
E00120462,1
E00017142,0
E00186699,0
E00009846,0
E00128758,2
E00058777,2
E00075893,2
E00149570,2
E00149561,2
E00141959,1
E00120459,0
E00163816,0
E00183963,1
E00163805,1
E00066488,0
E00138728,0
E00082215,0
E00149319,1
E00053203,1
E00187310,1
E00070050,1
E00104211,2
E00066203,1
E00075883,1
E00152488,0
E00118355,2
E00082216,2
E00123518,2
E00000512,1
E00107452,2
E00053039,2
E00061241,2
E00149585,0
E00118363,2
E00121632,0
E00069315,1
E00118762,0
E00089259,1
E00061059,0
E00145236,1
E00083321,2
E00138725,2
E00082214,2
E00011716,1
E00066839,0
E00066838,1
E00076712,2
E00186909,2
E00061239,2
E00112214,2
E00065304,1
E00171436,1
E00138722,1
E00083330,2
E00177214,1
E00111869,1
E00187297,0
E00148372,0
E00071108,1
E00081022,1
E00136353,0
E00149609,2
E00086429,2
E00175462,0
E00169772,0
E00155029,2
E00113010,0
E00084764,1
E00147449,2
E00139359,2
E00065336,0
E00084758,0
E00180755,2
E00128822,0
E00113978,2
E00000524,0
E00007981,1
E00153560,2
E00103319,2
E00103340,0
E00150912,0
E00059455,2
E00061058,1
E00103245,0
E00061037,2
E00078770,2
E00186803,1
E00053140,2
E00032999,0
E00102335,0
E00094766,1
E00176832,1
E00051839,1
E00024041,1
E00061047,2
E00103916,1
E00112906,0
E00097185,0
E00188497,1
E00166519,0
E00006686,0
E00022255,0
E00136349,0
E00077539,0
E00078315,1
E00123519,2
E00139358,1
E00061237,2
E00071109,0
E00178323,0
E00009864,2
E00061035,1
E00009213,1
E00011290,0
E00130313,2
E00115046,1
E00185925,2
E00171408,0
E00149323,1
E00136674,2
E00078654,0
E00078305,1
E00043893,0
E00017176,2
E00139028,2
E00014855,2
E00135771,0
E00141257,2
E00156723,2
E00111628,1
E00077512,0
E00077510,0
E00023113,0
E00103338,1
E00061055,2
E00103914,2
E00139025,0
E00069955,0
E00038587,2
E00099230,1
E00153098,1
E00061163,0
E00009032,0
E00089793,0
E00169913,0
E00089557,2
E00081063,2
E00053062,2
E00085296,2
E00118572,2
E00139019,1
E00175366,2
E00053201,0
E00112215,0
E00110777,0
E00124140,1
E00114165,0
E00112222,0
E00061054,1
E00007687,0
E00128877,0
E00159302,0
E00103326,1
E00032995,2
E00081029,1
E00135765,2
E00051793,1
E00059448,1
E00147079,0
E00136351,1
E00021768,2
E00081069,1
E00162645,2
E00074547,2
E00137543,2
E00124256,0
E00141966,2
E00139360,2
E00159162,0
E00061040,0
E00128868,0
E00185912,1
E00147078,1
E00128815,1
E00071104,1
E00059340,0
E00047840,2
E00183729,1
E00061182,0
E00124250,1
E00084846,2
E00083317,2
E00100704,2
E00077511,1
E00132221,0
E00046707,0
E00011714,2
E00188730,1
E00051803,0
E00164187,2
E00072651,0
E00101704,2
E00125992,0
E00052993,1
E00135766,1
E00058775,1
E00065278,0
E00053887,2
E00078563,2
E00153343,2
E00052869,2
E00065268,1
E00059336,0
E00170701,1
E00189125,2
E00147055,1
E00112229,2
E00102336,2
E00135767,1
E00047836,1
E00103386,0
E00077864,2
E00103344,2
E00022342,1
E00065264,2
E00151257,2
E00152295,0
E00007129,0
E00103764,0
E00089555,0
E00085295,2
E00011592,2
E00102500,1
E00125024,1
E00112418,1
E00149612,1
E00141965,2
E00149697,1
E00082209,2
E00181525,1
E00033792,0
E00142796,1
E00075886,1
E00107498,1
E00102330,2
E00066835,1
E00061024,0
E00103366,2
E00078637,2
E00082213,1
E00061039,2
E00021835,1
E00160802,2
E00078643,2
E00017241,0
E00101707,0
E00032212,0
E00184206,2
E00075885,0
E00103368,0
E00130584,0
E00081528,0
E00167623,2
E00121716,2
E00111629,0
E00152482,0
E00147052,2
E00078642,2
E00141012,1
E00097619,0
E00186997,2
E00140785,2
E00138733,2
E00138732,2
E00141992,2
E00141988,2
E00186915,0
E00146503,2
E00162614,2
E00141993,0
E00162553,0
E00141816,1
E00141997,0
E00141994,0
E00141989,2
E00186890,1
E00141995,0
E00159683,1
E00141996,0
E00089341,0
E00141821,2
E00137348,1
E00141954,1
E00141987,0
E00141819,1
E00148369,2
E00145146,1
E00112216,2
E00162393,1
E00162394,1
E00129560,2
E00169143,0
E00140799,2
E00169144,2
E00178361,0
E00141008,1
E00189845,2
E00160846,2
E00119018,2
E00147062,2
E00119016,0
E00140783,0
E00129554,1
E00129390,2
E00140780,1
E00129398,2
E00141011,2
E00178373,2
E00141014,2
E00071216,1
E00148132,1
E00141009,2
E00140779,1
E00140790,0
E00189837,2
E00140788,1
E00189798,0
E00140782,0
E00100953,2
E00153154,1
E00100701,1
E00183359,1
E00153342,1
E00163374,1
E00153839,2
E00017742,1
E00161563,0
E00087019,0
E00180538,0
E00080530,0
E00061339,1
E00066553,2
E00080527,0
E00183780,0
E00122908,1
E00017947,1
E00177087,2
E00014324,1
E00167395,1
E00021458,2
E00009899,1
E00069465,0
E00122403,1
E00189706,1
E00145922,1
E00122831,2
E00183933,0
E00080528,1
E00010928,2
E00017981,1
E00051688,0
E00052849,0
E00111146,2
E00169150,0
E00019056,0
E00014439,0
E00189643,0
E00014447,2
E00026793,1
E00021460,0
E00152562,0
E00090539,0
E00125304,1
E00175977,1
E00108412,2
E00018270,2
E00080522,2
E00011158,1
E00145923,1
E00011150,0
E00026797,1
E00123030,2
E00007600,2
E00026798,2
E00026926,1
E00111130,0
E00092218,2
E00062877,0
E00021552,1
E00021202,2
E00021253,2
E00014624,1
E00020687,1
E00059030,2
E00021539,0
E00148354,0
E00008841,2
E00028106,1
E00014437,1
E00081257,1
E00122852,2
E00081267,1
E00148457,0
E00122910,2
E00009175,0
E00020980,0
E00026791,0
E00165979,1
E00025742,1
E00175032,1
E00144972,0
E00108429,1
E00052962,0
E00182145,2
E00169137,1
E00122932,1
E00167206,0
E00123460,2
E00165969,1
E00184000,2
E00021077,1
E00062885,1
E00007602,0
E00014617,2
E00144950,1
E00014616,2
E00123058,0
E00125606,1
E00014446,2
